symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,reverse_leg_hits,exit_reasons,leg_count
US30,H4,2018-04-24 09:00:00,BUY,closed,,2018-04-24 13:00:00,2018-04-24 13:00:00,24594.0,24544.0,-1.0,-1.0,0.0,10.62,0.0,1,0,[],1,0,['sl'],1
US30,H4,2018-04-24 13:00:00,SELL,reversed,,2018-04-24 17:00:00,2018-04-26 17:00:00,24062.0,24604.0,-0.43911439114391143,-0.43911439114391143,0.0,0.5129151291512916,0.4132841328413284,12,0,[],0,1,['reverse_signal'],1
US30,H4,2018-04-26 13:00:00,BUY,reversed,,2018-04-26 17:00:00,2018-04-30 21:00:00,24300.0,24124.0,-0.7386363636363636,-0.7386363636363636,0.0,0.6875,1.2159090909090908,12,0,[],0,1,['reverse_signal'],1
US30,H4,2018-04-30 18:00:00,SELL,closed,,2018-04-30 21:00:00,2018-05-01 13:00:00,24170.0,24353.0,1.6091595939260166,1.6091595939260166,0.0,0.39344262295081966,1.7759562841530054,5,0,[1],0,0,['tp'],1
US30,H4,2018-05-04 13:00:00,BUY,closed,,2018-05-04 17:00:00,2018-05-10 13:00:00,24209.0,23767.0,1.050547697505299,1.050547697505299,0.0,0.038461538461538464,1.3122171945701357,24,0,[1],0,0,['tp'],1
US30,H4,2018-05-15 09:00:00,SELL,reversed,,2018-05-15 13:00:00,2018-05-18 01:00:00,24757.0,24902.0,-0.06896551724137931,-0.06896551724137931,0.0,0.6,0.8551724137931035,15,0,[],0,1,['reverse_signal'],1
US30,H4,2018-05-17 21:00:00,BUY,reversed,,2018-05-18 01:00:00,2018-05-18 13:00:00,24767.0,24675.0,-0.75,-0.75,0.0,0.782608695652174,0.4891304347826087,3,0,[],0,1,['reverse_signal'],1
US30,H4,2018-05-18 09:00:00,SELL,closed,,2018-05-18 13:00:00,2018-05-20 22:00:00,24698.0,24822.0,-1.0,-1.0,0.0,2.1774193548387095,0.25,3,0,[],1,0,['sl'],1
US30,H4,2018-05-21 02:00:00,BUY,closed,,2018-05-21 06:00:00,2018-05-22 17:00:00,24954.0,24925.0,-1.0,-1.0,0.0,4.551724137931035,4.862068965517241,10,0,[],1,0,['sl'],1
US30,H4,2018-05-22 17:00:00,SELL,closed,,2018-05-22 21:00:00,2018-05-23 05:00:00,24858.0,24992.0,1.4611202606088023,1.4611202606088023,0.0,0.03731343283582089,1.4701492537313432,3,0,[1],0,0,['tp'],1
US30,H4,2018-05-25 01:00:00,BUY,closed,,2018-05-25 05:00:00,2018-05-25 05:00:00,24885.0,24831.0,-1.0,-1.0,0.0,1.0740740740740742,0.16666666666666666,1,0,[],1,0,['sl'],1
US30,H4,2018-05-25 09:00:00,SELL,reversed,,2018-05-25 13:00:00,2018-05-28 06:00:00,24751.0,24910.0,-0.610062893081761,-0.610062893081761,0.0,0.6855345911949685,0.3710691823899371,4,0,[],0,1,['reverse_signal'],1
US30,H4,2018-05-28 02:00:00,BUY,closed,,2018-05-28 06:00:00,2018-05-28 06:00:00,24848.0,24812.0,-1.0,-1.0,0.0,1.4722222222222223,0.25,1,0,[],1,0,['sl'],1
US30,H4,2018-05-28 10:00:00,SELL,closed,,2018-05-28 14:00:00,2018-05-29 05:00:00,24749.0,24812.0,2.91146075326319,2.91146075326319,0.0,0.9523809523809523,3.7142857142857144,4,0,[1],0,0,['tp'],1
US30,H4,2018-05-30 13:00:00,BUY,closed,,2018-05-30 17:00:00,2018-05-31 13:00:00,24656.0,24459.0,-1.0,-1.0,0.0,1.3248730964467006,0.36548223350253806,6,0,[],1,0,['sl'],1
US30,H4,2018-05-31 13:00:00,SELL,reversed,,2018-05-31 17:00:00,2018-06-01 13:00:00,24478.0,24693.0,-0.5767441860465117,-0.5767441860465117,0.0,0.586046511627907,0.5627906976744186,5,0,[],0,1,['reverse_signal'],1
US30,H4,2018-06-01 09:00:00,BUY,closed,,2018-06-01 13:00:00,2018-06-04 10:00:00,24602.0,24489.0,2.007383712974231,2.007383712974231,0.0,0.2920353982300885,2.433628318584071,6,0,[1],0,0,['tp'],1
US30,H4,2018-06-13 13:00:00,SELL,closed,,2018-06-13 17:00:00,2018-06-14 05:00:00,25324.0,25393.0,1.9731989266813574,1.9731989266813574,0.0,0.4492753623188406,2.550724637681159,4,0,[1],0,0,['tp'],1
